id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
46587190,1BD/1BTH Luxury Resort Style Condo 10 min to strip,353517340,Lawrence,,Unincorporated Areas,36.01042,-115.17493,Entire home/apt,375,2,0,,,1,365
46596788,Lovely Dual Master on Pool Deck (2CX7D),375772283,Lou,,Unincorporated Areas,36.1297,-115.14413,Entire home/apt,36,1,28,2021-04-06,6.04,2,107
46596793,Artistic Boutique Hotel - King Bed,176268915,Vanessa,,City of Las Vegas,36.14458,-115.16942,Private room,45,1,28,2021-03-24,5.75,6,30
46597112,3 BR @ Wyndham Desert Blue in Vegas!,214479881,Kourtney,,Unincorporated Areas,36.12112,-115.18471,Entire home/apt,640,4,0,,,14,254
46597552,Stunning Home w/ Private Oasis - 1 ½ Mile to Strip,122375820,Evolve Vacation Rental,,City of Las Vegas,36.14675,-115.17338,Entire home/apt,445,3,10,2021-03-31,2.73,22,116
46598666,Alladin house 2  in Las Vegas,79308433,Natalya,,City of Las Vegas,36.13398,-115.31032,Private room,50,2,11,2021-04-20,2.56,2,362
46600500,Spacious Apt w/Huge Balcony & Strip Views (2C14D),375772283,Lou,,Unincorporated Areas,36.13125,-115.14418,Entire home/apt,62,1,24,2021-04-15,5.07,2,1
46603284,Quaint 2 bdrm condo near Strip and Conv. Center!,70806202,Janie,,Unincorporated Areas,36.12156,-115.14866,Entire home/apt,85,3,0,,,24,266
46605444,Kare&Joel Studio for rent.,260861808,Karelis,,Unincorporated Areas,36.10592,-115.06332,Entire home/apt,62,2,12,2021-04-21,2.71,1,1
46607897,Casa Estarella,376803388,Franklin,,Unincorporated Areas,36.11725,-115.07502,Entire home/apt,184,1,18,2021-04-16,3.72,1,340
46608325,.,41423607,Pri,,Unincorporated Areas,36.11535,-115.15042,Private room,36,1,7,2021-03-28,3.04,1,0
46611264,Luxury at a Budget on Las Vegas Strip NoResortFee,376805399,Lifetern,,Unincorporated Areas,36.13021,-115.17155,Private room,189,5,1,2021-01-21,0.33,1,337
46614235,Departamento seguro y tranquilo.,373048227,Yordanys,,Unincorporated Areas,36.0974,-115.14372,Entire home/apt,50,15,1,2020-11-28,0.20,5,67
46624782,"Walking Distance to Strip, Restaurants, Nightlife",352202045,Mo,,Unincorporated Areas,36.11803,-115.14789,Entire home/apt,255,3,0,,,1,82
46624940,Incredible Pool view Strip area condo,82805967,Mikhail,,Unincorporated Areas,36.1126,-115.18689,Entire home/apt,151,2,24,2021-04-18,5.22,9,134
46625465,Private Vegas Retreat! Close to the strip!14:),88208246,Carmen,,Unincorporated Areas,36.21607,-115.23788,Entire home/apt,354,3,8,2021-04-12,2.09,1,250
46627886,Swim and Play Golf at This Large Home,247448082,Anthony,,Unincorporated Areas,36.12938,-115.22671,Entire home/apt,506,4,5,2021-04-13,1.60,6,333
46629774,Country-style Luxury Residence with Pool in Vegas,92176497,Michael,,City of Las Vegas,36.15439,-115.27014,Private room,129,30,0,,,1,177
46630942,Entire and good apartment,44893776,Leo,,Unincorporated Areas,36.11822,-115.14537,Entire home/apt,40,1,6,2021-04-17,1.73,4,41
46637917,2 BR Presidential @ Wyndham Desert Blue in Vegas!,214479881,Kourtney,,Unincorporated Areas,36.12175,-115.18278,Entire home/apt,399,4,1,2021-03-28,1,14,84
46638575,Lucky Break! Amazing 1 BR in Vegas Sleeps 4,214479881,Kourtney,,Unincorporated Areas,36.10233,-115.15524,Entire home/apt,220,4,0,,,14,1
46639393,The Retreat • 3bed 2Bath. Close to Strip•Hot Tub,329670276,Kimberly,,City of Las Vegas,36.15493,-115.13145,Entire home/apt,278,30,21,2021-04-01,5.00,3,60
46639851,Get Lucky in this 2 BR Condo in Vegas Sleeps 6!,214479881,Kourtney,,Unincorporated Areas,36.10225,-115.15663,Entire home/apt,399,4,0,,,14,363
46640249,The Royal Bedroom 10 mins from Las Vegas Strip,377005307,Lazarus,,Unincorporated Areas,36.01553,-115.22254,Private room,75,3,0,,,4,164
46641477,Good vibes only,199433518,Esmeralda,,Unincorporated Areas,36.01623,-115.28179,Private room,67,90,0,,,1,90
46645913,MGM Signature-22-703,24374183,Northwoods,,Unincorporated Areas,36.10607,-115.16707,Entire home/apt,74,1,21,2021-04-16,5.58,19,107
46646295,Amazing Penthouse with Strip Views (5CXXD),391290668,Diamond,,Unincorporated Areas,36.13074,-115.14256,Entire home/apt,48,1,31,2021-04-14,6.69,22,94
46647328,B8L2 MGM STUDIO SUITE W/STRIP VIEW,18273973,Alex,,Unincorporated Areas,36.1069,-115.16656,Entire home/apt,113,2,18,2021-04-14,5.51,228,83
46647388,B11R2 MGM STUDIO SUITE W/STRIP VIEW,18273973,Alex,,Unincorporated Areas,36.10625,-115.16601,Entire home/apt,112,2,21,2021-04-14,4.88,228,3
46655833,"Updated Oasis Condo at Lake Las Vegas, great view!",38033849,Cristian,,City of Henderson,36.10102,-114.92889,Entire home/apt,161,3,11,2021-04-18,2.58,10,253
46658458,Lovely room 4! near Vegas strip and Fremont st!,335771731,Lovish,,City of Las Vegas,36.14813,-115.13221,Private room,40,30,1,2021-03-02,0.58,6,343
46666415,A9C1  MGM Signature Studio Suite,18273973,Alex,,Unincorporated Areas,36.10675,-115.16562,Entire home/apt,112,2,13,2021-04-15,4.81,228,0
46666566,B10N2  MGM STUDIO SUITE W/STRIP VIEW,18273973,Alex,,Unincorporated Areas,36.10486,-115.16635,Entire home/apt,118,2,8,2021-04-13,2.11,228,1
46666651,E9D1 Signature at MGM 1BD MtnView w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10665,-115.16649,Entire home/apt,145,2,3,2021-04-13,0.83,228,1
46666771,F8K2 Signature MGM 1BD/2BA Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10636,-115.16715,Entire home/apt,132,2,18,2021-03-28,4.09,228,83
46666773,F11Q2 Signature at MGM 1BD Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10693,-115.16758,Entire home/apt,148,2,6,2021-04-08,1.38,228,2
46670889,En casa...,373048227,Yordanys,,Unincorporated Areas,36.09629,-115.14317,Entire home/apt,52,1,6,2021-04-16,1.45,5,340
46678137,UPGRADED & STYLISH~SANITIZED & SAFE~WALK TO STRIP!,9341256,Michael,,Unincorporated Areas,36.11224,-115.18858,Entire home/apt,201,1,30,2021-04-07,6.47,5,120
46681998,Mid Century Modern Home Minutes from the strip!,377005617,Jennifer,,Unincorporated Areas,36.13942,-115.1231,Entire home/apt,225,3,1,2021-04-14,1,1,101
46691107,Good Deal Room 2,374069381,,,Unincorporated Areas,36.0837,-115.24619,Private room,27,7,0,,,23,363
46692430,Club Wyndham Grand Desert 2 bedroom condo,14143158,Bethany,,Unincorporated Areas,36.10645,-115.16229,Entire home/apt,88,4,0,,,10,4
46693018,"Stunning Renovated Home, Heated Pool & Spa",294106168,Toni & Angela,,City of Henderson,36.00561,-114.98003,Entire home/apt,255,2,13,2021-04-05,3.22,6,96
46708664,*STUNNING* home w/ Pool 5 MIN from Strip,127606658,,,Unincorporated Areas,36.12713,-115.13251,Entire home/apt,249,3,26,2021-04-16,6.05,1,224
46715153,Private room with Qn memory foam mattress 43in T.V,377005307,Lazarus,,Unincorporated Areas,36.01497,-115.22306,Private room,55,3,0,,,4,164
46715649,Brighten your mood with warm eye popping colors,377005307,Lazarus,,Unincorporated Areas,36.0142,-115.22347,Private room,50,3,0,,,4,164
46715753,Home Away From Home 10mins From Strip,377005307,Lazarus,,Unincorporated Areas,36.01498,-115.22339,Entire home/apt,225,3,5,2021-03-29,1.50,4,243
46726833,Spacious 1BR Grand Desert Resort!,104401000,Maxx,,Unincorporated Areas,36.10738,-115.16208,Entire home/apt,482,2,0,,,6,88
46727319,Spacious 2br Grand Desert Resort!,104401000,Maxx,,Unincorporated Areas,36.10814,-115.16242,Entire home/apt,533,2,0,,,6,88
46727605,Gorgeous 3BR Grand Desert Resort!,104401000,Maxx,,Unincorporated Areas,36.10611,-115.16266,Entire home/apt,707,2,0,,,6,88
46727853,Beautiful 4BR Presidential Grand Desert Resort!,104401000,Maxx,,Unincorporated Areas,36.10764,-115.16219,Entire home/apt,1090,2,0,,,6,77
46729627,MY BLUE OCEAN,376404683,Idalmis,,City of Las Vegas,36.14746,-115.12003,Private room,45,1,7,2021-03-08,2.16,1,253
46733043,Families,377695911,Matt,,Unincorporated Areas,36.17289,-115.03229,Entire home/apt,451,2,8,2021-04-05,2.16,1,342
46733060,Mid Century Modern Home for a Very Vegas Getaway,755190,Teresa,,City of Las Vegas,36.1455,-115.15362,Entire home/apt,67,30,0,,,1,117
46734815,"Rustic home, heated pool&hot tub by Strip, Airport",324418221,John,,Unincorporated Areas,36.10369,-115.11962,Entire home/apt,393,2,12,2021-04-14,2.55,1,89
46735625,All-inclusive apartment home | 2BR in Henderson,359069961,Kia,,City of Henderson,36.05541,-115.08178,Entire home/apt,112,30,0,,,10,351
46736317,tu casa,377718405,Jose,,Unincorporated Areas,36.16572,-115.05166,Entire home/apt,56,1,15,2021-04-14,3.24,1,69
46736969,Good Deal Room 3,374069381,,,Unincorporated Areas,36.09374,-115.22695,Private room,27,5,0,,,23,358
46742684,3 Bedroom 11 sleep house,377718223,Tereza,,Unincorporated Areas,36.12398,-115.29857,Entire home/apt,249,1,10,2021-04-12,2.68,1,355
46749054,sleeping space,376648331,Alexis,,Unincorporated Areas,36.00431,-115.12905,Private room,80,7,0,,,1,365
46754464,"Homey & Gated 4B/3B house, 1b/1b Downstairs!",207157231,Max,,Unincorporated Areas,36.00649,-115.26869,Entire home/apt,199,2,14,2021-04-18,3.39,13,93
46754493,New Years Las Vegas right next to Strip,103433639,Tonja,,Unincorporated Areas,36.10891,-115.16828,Private room,159,3,0,,,3,0
46754706,Vibrant 4b/2.5b house 7 miles to Strip & Airport!!,207157231,Max,,Unincorporated Areas,36.01728,-115.17253,Entire home/apt,216,2,11,2021-04-11,2.52,13,118
46754951,"Homely & Beautiful 3b/2.5b, 6 miles to Strip!",207157231,Max,,Unincorporated Areas,36.01732,-115.17381,Entire home/apt,225,2,13,2021-04-18,2.95,13,99
46754952,JET LUXURY @ THE VDARA CITY CORNER 1BR SUITE,115196684,Richard,,Unincorporated Areas,36.10818,-115.17887,Entire home/apt,320,1,1,2021-02-16,0.45,11,254
46755261,Modern & comfy 4b/2.5b house 8 miles to Strip!!!!!,207157231,Max,,Unincorporated Areas,36.00044,-115.1835,Entire home/apt,217,2,23,2021-04-18,5.70,13,88
46757642,Modern & cozy getaway!,341425544,Jessica,,Unincorporated Areas,36.13277,-115.10206,Entire home/apt,188,1,10,2021-04-17,2.26,2,343
46759049,It's a great air b&b for a single couple visiting,377883771,James,,Unincorporated Areas,36.14829,-115.03364,Entire home/apt,150,1,0,,,1,134
46759243,$8Million Ultra Luxury Penthouse ON THE STRIP,375701411,Eva,,Unincorporated Areas,36.11554,-115.19809,Entire home/apt,1638,1,0,,,1,365
46768970,JET LUXURY @ THE VDARA EXECUTIVE CORNER 1BR SUITE,115196684,Richard,,Unincorporated Areas,36.10837,-115.17744,Entire home/apt,366,1,0,,,11,247
46769045,JET LUXURY @ THE VDARA PANORAMIC 1BR SUITE,115196684,Richard,,Unincorporated Areas,36.10818,-115.17964,Entire home/apt,416,1,0,,,11,233
46769117,JET LUXURY @ VDARA STUDIO FOUNTAIN VIEW SUITE,115196684,Richard,,Unincorporated Areas,36.1097,-115.17793,Entire home/apt,280,1,21,2021-04-16,5.29,11,302
46769168,JET LUXURY @ THE VDARA STUDIO PARLOUR,115196684,Richard,,Unincorporated Areas,36.10865,-115.1781,Entire home/apt,248,1,76,2021-04-15,16.76,11,308
46769494,E33A2 Signature at MGM 1BD MtnView w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10714,-115.16761,Entire home/apt,122,2,12,2021-04-01,2.71,228,83
46769634,E36D1 Signature at MGM 1BD MtnView w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10531,-115.166,Entire home/apt,122,2,5,2021-02-11,1.21,228,6
46770416,F18K1 Signature at MGM 1BD Strip View w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10626,-115.16649,Entire home/apt,148,2,15,2021-04-10,3.75,228,6
46770705,B18L1 Signature at MGM Studio w/ Strip View,18273973,Alex,,Unincorporated Areas,36.1064,-115.16703,Entire home/apt,119,2,12,2021-03-15,2.79,228,3
46773046,"""Comfy room in a peaceful Home"", 10 min airport",195629400,Marilyn,,Unincorporated Areas,36.02196,-115.13621,Private room,90,3,0,,,1,130
46777057,Amazing Vegas getaways.,52548124,Kenward,,Unincorporated Areas,36.13574,-115.15163,Private room,588,7,0,,,2,180
46777642,Home,373048227,Yordanys,,Unincorporated Areas,36.09688,-115.14447,Entire home/apt,50,1,2,2020-12-17,0.46,5,233
46777768,AMAZING REMODELED 1 BEDROOM/2 BEDS! FREE PARKING!!,18830854,Shawn,,City of Las Vegas,36.15001,-115.15625,Entire home/apt,126,2,9,2021-04-04,2.50,7,261
46778107,2 BEDS WALKING DISTANCE FROM STRIP&CONVENTION!!,18830854,Shawn,,City of Las Vegas,36.15183,-115.15859,Entire home/apt,120,2,5,2021-03-28,1.35,7,0
46778153,②LasVegas.familyhotel.save money.Singleman. Simple,369271685,Welcome To Las Vegas. I'M Nini,,City of Las Vegas,36.1613,-115.23385,Shared room,20,30,5,2021-03-03,1.15,12,365
46778348,TWO BEDROOM WALKING DISTANCE TO STRIP FREE PARKING,18830854,Shawn,,City of Las Vegas,36.152,-115.15805,Entire home/apt,133,2,11,2021-03-24,2.97,7,243
46779858,1 bd King Suite on Las Vegas Strip,178461173,Kimberly,,Unincorporated Areas,36.13894,-115.16157,Entire home/apt,218,3,1,2021-01-02,0.27,5,0
46780555,VEGAS THEME MINI MANSION HOME,378044769,Patrick,,City of Henderson,36.05541,-115.09309,Entire home/apt,180,30,2,2021-04-10,0.66,1,263
46781103,Relax and enjoy your stay - Business or pleasure,182027592,Sam,,City of North Las Vegas,36.27143,-115.15079,Entire home/apt,145,5,9,2021-04-18,2.05,2,223
46781161,Cozy Paradise w Private Pool 8 miles to Strip,10159376,Bing,,City of Las Vegas,36.1994,-115.20626,Entire home/apt,150,31,1,2021-02-06,0.39,3,65
46785827,Big Pool 3bdr house  Near LV Strip Remodeled Pets,104381006,Isaac,,Unincorporated Areas,36.12244,-115.28166,Entire home/apt,213,2,21,2021-04-11,4.88,3,104
46797330,Heated pool & jacuzzi in 3 bedrooms house,24489805,Shiraz,,Unincorporated Areas,36.04628,-115.25388,Entire home/apt,371,2,15,2021-04-04,4.02,1,80
46800654,Spacious 4 Bedroom / 4 Bath Home in Boulder City,207340490,Rickey,,Boulder City,35.96571,-114.83016,Entire home/apt,295,7,0,,,1,0
46803336,#52 Modern Cozy 4.5BR House 8 Min To Strip,378053048,Devin,,Unincorporated Areas,36.06242,-115.22528,Entire home/apt,339,1,8,2021-04-05,1.85,2,55
46805425,#77 Modern Cozy 4 BD House 8 Min To Strip,378053048,Devin,,Unincorporated Areas,36.05778,-115.22612,Entire home/apt,379,1,0,,,2,51
46811445,3 Bedroom Deluxe@Wyndham Grand Desert * Beautiful*,234194182,,,Unincorporated Areas,36.10788,-115.16137,Entire home/apt,299,3,1,2021-01-04,0.27,19,235
46812526,*1 Bedroom Condo @ Bluegreen Club 36 *Beautiful*,234194182,,,Unincorporated Areas,36.10404,-115.15496,Entire home/apt,179,3,0,,,19,269
46813115,2 Bedroom Condo @ Bluegreen Club 36 * Beautiful *,234194182,,,Unincorporated Areas,36.10396,-115.15644,Entire home/apt,279,3,0,,,19,269
46813255,Vegas Studio that sleeps 4,178461173,Kimberly,,Unincorporated Areas,36.13946,-115.15317,Entire home/apt,108,3,0,,,5,30
46814057,Mini Mansion - Master Room,92160489,Darnell,,Unincorporated Areas,36.04281,-115.23582,Private room,126,1,1,2021-03-19,0.86,1,365
46814516,Studio King on Las Vegas Strip,178461173,Kimberly,,Unincorporated Areas,36.13948,-115.16174,Entire home/apt,164,3,0,,,5,89
46814619,Luxury Studio,373888773,Justin,,City of Las Vegas,36.16469,-115.14657,Entire home/apt,115,1,1,2021-01-02,0.27,1,327
46815482,Unique Boutique Hotel 2 Bed,176268915,Vanessa,,City of Las Vegas,36.14451,-115.16888,Private room,54,1,12,2021-03-17,3.08,6,0
46823035,Z42e Signature at MGM Studio Monthly,18273973,Alex,,Unincorporated Areas,36.10599,-115.16689,Entire home/apt,110,28,0,,,228,99
46823770,1 Bedroom Suite in Luxe Exclusive Resort,20704144,William,,Unincorporated Areas,36.09721,-115.16818,Entire home/apt,142,2,16,2021-04-08,3.58,15,14
46829501,15 minutes from the strip,85758496,Christina,,Unincorporated Areas,36.11882,-115.09746,Private room,88,1,0,,,1,270
46830028,Celebrate new year eve at Berkly Vegas !!!,125571981,Thuha,,Unincorporated Areas,36.04109,-115.18621,Entire home/apt,2000,6,0,,,1,365
46830192,Z43 Signature MGM Studio Monthly.,18273973,Alex,,Unincorporated Areas,36.10691,-115.16774,Entire home/apt,110,28,1,2021-02-18,0.47,228,63
46831059,$0 deposit/cleaning fee. Private room in SWVegas.,274843856,Ray,,Unincorporated Areas,36.0159,-115.28974,Private room,66,1,19,2021-03-21,5.18,1,103
46831119,Z44 One Bedroom/2BA  Signature MGM Monthly,18273973,Alex,,Unincorporated Areas,36.10538,-115.16646,Entire home/apt,115,28,2,2021-03-01,0.73,228,86
46832176,🔥Room#1🦞Smart Lock🐤Netflix🍑Safe Area🍯Free Laundry🍌,320834530,Yizhi,,Unincorporated Areas,36.03549,-115.2323,Private room,45,5,2,2021-03-02,0.56,4,348
46834430,Good Deal Room 4,374069381,,,Unincorporated Areas,36.09376,-115.22558,Private room,27,5,2,2021-03-31,0.58,23,336
46834573,Good Deal Room 5,374069381,,,Unincorporated Areas,36.09537,-115.22683,Private room,28,5,2,2021-03-09,0.48,23,340
46841816,"The Reverie, a Bed & Bay Inn (31 night min)",6762295,John C,,Unincorporated Areas,36.13921,-115.23203,Entire home/apt,90,31,2,2021-04-07,1.22,8,346
46846748,Vegas Getaway! Best Location! Close to Everything!,4639859,Wesley,,Unincorporated Areas,36.11408,-115.18896,Entire home/apt,125,2,2,2021-01-26,0.63,2,22
46851623,15 mins from downtown Las Vegas.,16751204,Matt,,Unincorporated Areas,36.10603,-115.30548,Entire home/apt,89,4,0,,,4,0
46855110,Cute Camper Experience 1 Mile from the Strip,39307412,Cavan,,Unincorporated Areas,36.11517,-115.24141,Entire home/apt,49,1,0,,,2,346
46855249,Westgate 2 Bedroom Villa Suite - sleeps up to 6,378510999,Teresa,,Unincorporated Areas,36.13542,-115.15098,Private room,500,7,0,,,1,365
46857931,Skip to the Strip,378531819,M,,Unincorporated Areas,36.11815,-115.14896,Entire home/apt,127,2,6,2021-03-26,1.55,6,314
46859127,Las Vegas Condo Poolside,165259860,Jason,,City of Las Vegas,36.3106,-115.30427,Entire home/apt,65,30,2,2021-03-13,1.13,1,232
46860272,Palms luxury condo cozy and spacious,169792389,Alex,,Unincorporated Areas,36.11338,-115.19791,Entire home/apt,109,1,2,2021-01-20,0.56,13,342
46860431,Playboy penthouse wrap Around balcony w/studio,169792389,Alex,,Unincorporated Areas,36.11418,-115.19867,Entire home/apt,799,1,0,,,13,362
46861963,A Chateau Adventure,3273690,Jessica,,City of Las Vegas,36.21538,-115.27722,Entire home/apt,145,12,0,,,1,351
46872997,3- Newly Upgraded 2 BR 1 Bath Apartment,12358169,Orsi/Erica,,Unincorporated Areas,36.11749,-115.15272,Entire home/apt,79,31,0,,,6,232
46874689,E20I2 Signature at MGM 1BD MtnView w/ Balcony,18273973,Alex,,Unincorporated Areas,36.10664,-115.16768,Entire home/apt,138,2,13,2021-04-12,3.00,228,82
46879623,Enjoy the 23U Motorhome most beautiful RV Resort,24450289,Annie,,Unincorporated Areas,36.04185,-115.17951,Entire home/apt,145,2,0,,,1,53
46880038,S. LV Home w/BBQ near S. LV Strip/Red Rock Canyons,146799634,Desert Escape Residences,,Unincorporated Areas,36.06475,-115.22419,Entire home/apt,274,1,7,2021-04-05,2.92,16,169
46880976,Nice Private Room - Free Parking & No Cleaning Fee,156709168,Matthew,,Unincorporated Areas,36.1434,-115.02168,Private room,701,1,2,2020-12-29,0.47,1,365
46882537,Elara Resort Studio,14143158,Bethany,,Unincorporated Areas,36.10826,-115.16793,Entire home/apt,99,5,0,,,10,7
46900066,Luxury apartment close to the strip,377796410,Nancy,,Unincorporated Areas,35.9849,-115.15686,Entire home/apt,95,1,1,2021-02-20,0.48,1,174
46900720,Private Bedroom/Bath-Courtyard-in Semi-Custom Home,146031880,Barry,,Unincorporated Areas,35.98512,-115.21625,Private room,43,31,2,2021-04-18,0.54,2,169
46903507,gorgeous private room # 2 only 5 min from strip,47949877,Fernando,,City of Las Vegas,36.18819,-115.17175,Private room,22,30,1,2021-03-19,0.83,18,356
46903774,Flamingo Grand Studio King,178461173,Kimberly,,Unincorporated Areas,36.11847,-115.17033,Entire home/apt,131,3,2,2021-02-15,0.55,5,48
46906958,Modern 5 Bedroom Private Home,378929370,Sj,,City of Henderson,36.01549,-115.06038,Entire home/apt,450,2,6,2021-03-30,2.02,1,152
46917088,Arcade Pad w/HEATABLE Pool & SPA,8630011,Rachel Ashley,,Unincorporated Areas,36.05599,-115.11917,Entire home/apt,350,2,30,2021-04-11,7.03,2,287
46918825,Beautifully Furnished One Bedroom Condo,157714693,Paige,,City of Las Vegas,36.21793,-115.26362,Entire home/apt,100,3,6,2021-03-25,1.61,1,0
46919160,Amazing Grand Desert Las Vegas,371942068,Joy,,Unincorporated Areas,36.10755,-115.16243,Entire home/apt,159,3,1,2021-04-19,1,3,0
46921994,(1x68)South end of Las Vegas Blvd. Family Friendly,391290668,Diamond,,Unincorporated Areas,36.03796,-115.1727,Entire home/apt,39,30,3,2021-03-20,0.93,22,1
46922285,BLOOMER's CONDO - at The Grand View at Las Vegas,162038804,Odain,,Unincorporated Areas,36.0086,-115.17684,Entire home/apt,94,5,3,2021-04-15,0.76,2,70
